ping_id,vehicle_id,operator_id,lat,lon,speed_kmph,recorded_at,received_at
P-0000492,V-06,5,19.066248,72.868943,3.1,2026-06-15 08:04:09+05:30,2026-06-15 08:04:10+05:30
P-0000493,V-06,5,19.066086,72.868997,4.0,2026-06-15 08:04:28+05:30,2026-06-15 08:04:30+05:30
P-0000494,V-06,5,19.066277,72.868947,2.7,2026-06-15 08:04:47+05:30,2026-06-15 08:04:50+05:30
P-0000495,V-06,5,19.066084,72.868964,5.2,2026-06-15 08:05:10+05:30,2026-06-15 08:05:13+05:30
P-0000496,V-06,5,19.066291,72.868999,4.4,2026-06-15 08:05:33+05:30,2026-06-15 08:05:35+05:30
P-0000497,V-06,5,19.066227,72.868917,3.5,2026-06-15 08:05:54+05:30,2026-06-15 08:05:57+05:30
P-0000498,V-06,5,19.066137,72.869047,1.6,2026-06-15 08:06:14+05:30,2026-06-15 08:06:15+05:30
P-0000499,V-06,5,19.066101,72.868926,0.6,2026-06-15 08:06:36+05:30,2026-06-15 08:06:40+05:30
P-0000500,V-06,5,19.066132,72.869,0.9,2026-06-15 08:06:56+05:30,2026-06-15 08:07:00+05:30
P-0000501,V-06,5,19.06626,72.869054,2.7,2026-06-15 08:07:14+05:30,2026-06-15 08:07:15+05:30
P-0000502,V-06,5,19.066123,72.869107,2.1,2026-06-15 08:07:32+05:30,2026-06-15 08:07:33+05:30
P-0000503,V-06,5,19.066176,72.86911,0.0,2026-06-15 08:07:53+05:30,2026-06-15 08:07:56+05:30
P-0000504,V-06,5,19.066282,72.868906,6.3,2026-06-15 08:08:12+05:30,2026-06-15 08:08:14+05:30
P-0000505,V-06,5,19.066211,72.869005,4.2,2026-06-15 08:08:29+05:30,2026-06-15 08:08:31+05:30
P-0000506,V-06,5,19.066149,72.868993,0.0,2026-06-15 08:08:46+05:30,2026-06-15 08:08:48+05:30
P-0000507,V-06,5,19.06615,72.869117,2.4,2026-06-15 08:09:07+05:30,2026-06-15 08:09:09+05:30
P-0000508,V-06,5,19.066125,72.869035,2.0,2026-06-15 08:09:28+05:30,2026-06-15 08:09:32+05:30
P-0000509,V-06,5,19.066126,72.869034,0.0,2026-06-15 08:09:49+05:30,2026-06-15 08:09:52+05:30
P-0000510,V-06,5,19.066123,72.869065,0.0,2026-06-15 08:10:09+05:30,2026-06-15 08:10:12+05:30
P-0000511,V-06,5,19.066316,72.869107,2.2,2026-06-15 08:10:32+05:30,2026-06-15 08:10:34+05:30
P-0000512,V-06,5,19.066317,72.86902,1.6,2026-06-15 08:10:52+05:30,2026-06-15 08:10:54+05:30
P-0000513,V-06,5,19.066186,72.86905,2.5,2026-06-15 08:11:13+05:30,2026-06-15 08:11:14+05:30
P-0000514,V-06,5,19.066265,72.869007,1.7,2026-06-15 08:11:35+05:30,2026-06-15 08:11:38+05:30
P-0000515,V-06,5,19.066316,72.868891,2.6,2026-06-15 08:11:53+05:30,2026-06-15 08:11:57+05:30
P-0000516,V-06,5,19.066295,72.868951,0.0,2026-06-15 08:12:10+05:30,2026-06-15 08:12:13+05:30
P-0000517,V-06,5,19.066277,72.869025,2.7,2026-06-15 08:12:31+05:30,2026-06-15 08:12:34+05:30
P-0000518,V-06,5,19.066111,72.868942,3.9,2026-06-15 08:12:52+05:30,2026-06-15 08:12:53+05:30
P-0000519,V-06,5,19.066268,72.868935,1.6,2026-06-15 08:13:12+05:30,2026-06-15 08:13:13+05:30
P-0000520,V-06,5,19.06614,72.868908,4.1,2026-06-15 08:13:35+05:30,2026-06-15 08:13:36+05:30
P-0000521,V-06,5,19.066204,72.869039,1.4,2026-06-15 08:13:55+05:30,2026-06-15 08:13:59+05:30
P-0000522,V-06,5,19.066239,72.868915,3.3,2026-06-15 08:14:16+05:30,2026-06-15 08:14:17+05:30
P-0000523,V-06,5,19.066081,72.868983,3.1,2026-06-15 08:14:39+05:30,2026-06-15 08:14:40+05:30
P-0000524,V-06,5,19.066198,72.869113,2.6,2026-06-15 08:15:00+05:30,2026-06-15 08:15:02+05:30
P-0000525,V-10,5,19.172687,72.956748,1.8,2026-06-15 07:08:00+05:30,2026-06-15 07:08:04+05:30
P-0000526,V-10,5,19.172381,72.956245,10.2,2026-06-15 07:08:18+05:30,2026-06-15 07:08:20+05:30
P-0000527,V-10,5,19.172115,72.955678,10.4,2026-06-15 07:08:38+05:30,2026-06-15 07:08:42+05:30
P-0000528,V-10,5,19.171938,72.95524,10.7,2026-06-15 07:09:01+05:30,2026-06-15 07:09:02+05:30
P-0000529,V-10,5,19.171773,72.954639,12.3,2026-06-15 07:09:19+05:30,2026-06-15 07:09:22+05:30
P-0000530,V-10,5,19.171509,72.954009,12.2,2026-06-15 07:09:41+05:30,2026-06-15 07:09:43+05:30
P-0000531,V-10,5,19.171187,72.953499,12.4,2026-06-15 07:10:02+05:30,2026-06-15 07:10:05+05:30
P-0000532,V-10,5,19.170936,72.953009,10.1,2026-06-15 07:10:22+05:30,2026-06-15 07:10:23+05:30
P-0000533,V-10,5,19.170859,72.952598,7.1,2026-06-15 07:10:42+05:30,2026-06-15 07:10:43+05:30
P-0000534,V-10,5,19.170469,72.952065,14.3,2026-06-15 07:10:59+05:30,2026-06-15 07:11:00+05:30
P-0000535,V-10,5,19.170414,72.951484,10.0,2026-06-15 07:11:20+05:30,2026-06-15 07:11:22+05:30
P-0000536,V-10,5,19.170168,72.951171,8.4,2026-06-15 07:11:37+05:30,2026-06-15 07:11:39+05:30
P-0000537,V-10,5,19.169974,72.950457,15.0,2026-06-15 07:11:59+05:30,2026-06-15 07:12:03+05:30
P-0000538,V-10,5,19.169649,72.949923,11.8,2026-06-15 07:12:20+05:30,2026-06-15 07:12:22+05:30
P-0000539,V-10,5,19.169521,72.949324,12.1,2026-06-15 07:12:39+05:30,2026-06-15 07:12:43+05:30
P-0000540,V-10,5,19.169135,72.948827,10.6,2026-06-15 07:13:01+05:30,2026-06-15 07:13:02+05:30
P-0000541,V-10,5,19.168954,72.948215,12.1,2026-06-15 07:13:22+05:30,2026-06-15 07:13:26+05:30
P-0000542,V-10,5,19.168796,72.947616,12.3,2026-06-15 07:13:45+05:30,2026-06-15 07:13:49+05:30
P-0000543,V-10,5,19.168453,72.947174,12.0,2026-06-15 07:14:02+05:30,2026-06-15 07:14:04+05:30
P-0000544,V-10,5,19.168254,72.946719,11.0,2026-06-15 07:14:21+05:30,2026-06-15 07:14:25+05:30
P-0000545,V-10,5,19.167994,72.94632,7.9,2026-06-15 07:14:39+05:30,2026-06-15 07:14:42+05:30
P-0000546,V-10,5,19.167773,72.945682,12.2,2026-06-15 07:15:01+05:30,2026-06-15 07:15:05+05:30
P-0000547,V-10,5,19.167498,72.945175,9.8,2026-06-15 07:15:21+05:30,2026-06-15 07:15:23+05:30
P-0000548,V-10,5,19.167386,72.944637,9.7,2026-06-15 07:15:38+05:30,2026-06-15 07:15:42+05:30
P-0000549,V-10,5,19.16703,72.944267,9.9,2026-06-15 07:15:57+05:30,2026-06-15 07:16:01+05:30
P-0000550,V-10,5,19.16668,72.943783,9.9,2026-06-15 07:16:17+05:30,2026-06-15 07:16:20+05:30
P-0000551,V-10,5,19.166334,72.943391,10.4,2026-06-15 07:16:34+05:30,2026-06-15 07:16:38+05:30
P-0000552,V-10,5,19.165917,72.943117,9.3,2026-06-15 07:16:54+05:30,2026-06-15 07:16:58+05:30
P-0000553,V-10,5,19.165748,72.942547,10.1,2026-06-15 07:17:11+05:30,2026-06-15 07:17:15+05:30
P-0000554,V-10,5,19.165457,72.942211,9.5,2026-06-15 07:17:33+05:30,2026-06-15 07:17:36+05:30
P-0000555,V-10,5,19.164893,72.941651,15.5,2026-06-15 07:17:56+05:30,2026-06-15 07:17:57+05:30
P-0000556,V-10,5,19.164682,72.941045,13.2,2026-06-15 07:18:18+05:30,2026-06-15 07:18:22+05:30
P-0000557,V-10,5,19.164253,72.940569,13.8,2026-06-15 07:18:41+05:30,2026-06-15 07:18:45+05:30
P-0000558,V-10,5,19.163937,72.940201,8.3,2026-06-15 07:19:01+05:30,2026-06-15 07:19:02+05:30
P-0000559,V-10,5,19.163347,72.939735,14.1,2026-06-15 07:19:24+05:30,2026-06-15 07:19:28+05:30
P-0000560,V-10,5,19.1631,72.939213,11.2,2026-06-15 07:19:44+05:30,2026-06-15 07:19:46+05:30
P-0000561,V-10,5,19.162869,72.938675,9.7,2026-06-15 07:20:02+05:30,2026-06-15 07:20:06+05:30
P-0000562,V-10,5,19.162491,72.938369,9.3,2026-06-15 07:20:24+05:30,2026-06-15 07:20:28+05:30
P-0000563,V-10,5,19.162167,72.937948,9.0,2026-06-15 07:20:43+05:30,2026-06-15 07:20:47+05:30
P-0000564,V-10,5,19.161793,72.937414,11.7,2026-06-15 07:21:00+05:30,2026-06-15 07:21:02+05:30
P-0000565,V-10,5,19.161326,72.936994,10.5,2026-06-15 07:21:19+05:30,2026-06-15 07:21:22+05:30
P-0000566,V-10,5,19.161173,72.936677,5.1,2026-06-15 07:21:39+05:30,2026-06-15 07:21:42+05:30
P-0000567,V-10,5,19.160783,72.936241,10.5,2026-06-15 07:21:57+05:30,2026-06-15 07:21:59+05:30
P-0000568,V-10,5,19.160279,72.935708,14.8,2026-06-15 07:22:20+05:30,2026-06-15 07:22:24+05:30
P-0000569,V-10,5,19.159955,72.935155,13.0,2026-06-15 07:22:42+05:30,2026-06-15 07:22:45+05:30
P-0000570,V-10,5,19.159685,72.93472,8.8,2026-06-15 07:23:02+05:30,2026-06-15 07:23:05+05:30
P-0000571,V-10,5,19.159324,72.934218,13.1,2026-06-15 07:23:25+05:30,2026-06-15 07:23:29+05:30
P-0000572,V-10,5,19.158838,72.933712,12.7,2026-06-15 07:23:44+05:30,2026-06-15 07:23:47+05:30
P-0000573,V-10,5,19.158468,72.933308,12.4,2026-06-15 07:24:04+05:30,2026-06-15 07:24:07+05:30
P-0000574,V-10,5,19.158255,72.933023,5.7,2026-06-15 07:24:21+05:30,2026-06-15 07:24:22+05:30
P-0000575,V-10,5,19.157896,72.932571,10.0,2026-06-15 07:24:39+05:30,2026-06-15 07:24:43+05:30
P-0000576,V-10,5,19.157603,72.932031,13.2,2026-06-15 07:24:57+05:30,2026-06-15 07:25:01+05:30
P-0000577,V-10,5,19.157458,72.931713,5.7,2026-06-15 07:25:15+05:30,2026-06-15 07:25:18+05:30
P-0000578,V-10,5,19.156994,72.931304,13.6,2026-06-15 07:25:35+05:30,2026-06-15 07:25:36+05:30
P-0000579,V-10,5,19.1566,72.930964,9.7,2026-06-15 07:25:54+05:30,2026-06-15 07:25:55+05:30
P-0000580,V-10,5,19.156355,72.93047,12.0,2026-06-15 07:26:11+05:30,2026-06-15 07:26:15+05:30
P-0000581,V-10,5,19.156084,72.930092,9.0,2026-06-15 07:26:28+05:30,2026-06-15 07:26:32+05:30
P-0000582,V-10,5,19.155576,72.929766,12.1,2026-06-15 07:26:49+05:30,2026-06-15 07:26:51+05:30
P-0000583,V-10,5,19.155158,72.929358,9.7,2026-06-15 07:27:09+05:30,2026-06-15 07:27:11+05:30
P-0000584,V-10,5,19.154655,72.92916,11.6,2026-06-15 07:27:29+05:30,2026-06-15 07:27:33+05:30
P-0000585,V-10,5,19.154201,72.928673,13.6,2026-06-15 07:27:51+05:30,2026-06-15 07:27:54+05:30
P-0000586,V-10,5,19.153607,72.928388,11.1,2026-06-15 07:28:13+05:30,2026-06-15 07:28:14+05:30
P-0000587,V-10,5,19.153241,72.928048,10.0,2026-06-15 07:28:30+05:30,2026-06-15 07:28:34+05:30
P-0000588,V-10,5,19.152765,72.927683,12.1,2026-06-15 07:28:51+05:30,2026-06-15 07:28:54+05:30
P-0000589,V-10,5,19.152379,72.927506,9.4,2026-06-15 07:29:13+05:30,2026-06-15 07:29:17+05:30
P-0000590,V-10,5,19.151959,72.927194,9.9,2026-06-15 07:29:31+05:30,2026-06-15 07:29:32+05:30
P-0000591,V-10,5,19.151518,72.926829,10.7,2026-06-15 07:29:52+05:30,2026-06-15 07:29:56+05:30
P-0000592,V-10,5,19.151062,72.926574,10.1,2026-06-15 07:30:10+05:30,2026-06-15 07:30:14+05:30
P-0000593,V-10,5,19.150569,72.926262,12.2,2026-06-15 07:30:28+05:30,2026-06-15 07:30:30+05:30
P-0000594,V-10,5,19.150252,72.925913,9.3,2026-06-15 07:30:47+05:30,2026-06-15 07:30:49+05:30
P-0000595,V-10,5,19.14977,72.925444,11.6,2026-06-15 07:31:09+05:30,2026-06-15 07:31:13+05:30
P-0000596,V-10,5,19.149217,72.925218,12.9,2026-06-15 07:31:28+05:30,2026-06-15 07:31:32+05:30
P-0000597,V-10,5,19.148836,72.924816,12.4,2026-06-15 07:31:47+05:30,2026-06-15 07:31:50+05:30
P-0000598,V-10,5,19.148465,72.924601,8.7,2026-06-15 07:32:07+05:30,2026-06-15 07:32:11+05:30
P-0000599,V-10,5,19.147957,72.924351,10.3,2026-06-15 07:32:24+05:30,2026-06-15 07:32:28+05:30
P-0000600,V-10,5,19.147421,72.923874,14.3,2026-06-15 07:32:47+05:30,2026-06-15 07:32:48+05:30
P-0000601,V-10,5,19.14694,72.923502,13.9,2026-06-15 07:33:10+05:30,2026-06-15 07:33:13+05:30
P-0000602,V-10,5,19.146659,72.92329,8.9,2026-06-15 07:33:27+05:30,2026-06-15 07:33:30+05:30
P-0000603,V-10,5,19.145941,72.923008,17.2,2026-06-15 07:33:49+05:30,2026-06-15 07:33:50+05:30
P-0000604,V-10,5,19.145609,72.922543,10.3,2026-06-15 07:34:08+05:30,2026-06-15 07:34:09+05:30
P-0000605,V-10,5,19.145488,72.92209,10.4,2026-06-15 07:34:29+05:30,2026-06-15 07:34:31+05:30
P-0000606,V-10,5,19.145034,72.921705,12.2,2026-06-15 07:34:46+05:30,2026-06-15 07:34:47+05:30
P-0000607,V-10,5,19.144778,72.921024,11.9,2026-06-15 07:35:07+05:30,2026-06-15 07:35:11+05:30
P-0000608,V-10,5,19.144586,72.92048,10.4,2026-06-15 07:35:29+05:30,2026-06-15 07:35:32+05:30
P-0000609,V-10,5,19.144173,72.920057,13.1,2026-06-15 07:35:48+05:30,2026-06-15 07:35:49+05:30
P-0000610,V-10,5,19.144016,72.919733,7.7,2026-06-15 07:36:05+05:30,2026-06-15 07:36:08+05:30
P-0000611,V-10,5,19.143718,72.919156,13.9,2026-06-15 07:36:25+05:30,2026-06-15 07:36:26+05:30
P-0000612,V-10,5,19.143317,72.918544,14.9,2026-06-15 07:36:46+05:30,2026-06-15 07:36:47+05:30
P-0000613,V-10,5,19.143145,72.918116,7.1,2026-06-15 07:37:09+05:30,2026-06-15 07:37:10+05:30
P-0000614,V-10,5,19.142858,72.917651,10.9,2026-06-15 07:37:26+05:30,2026-06-15 07:37:28+05:30
P-0000615,V-10,5,19.142491,72.917215,10.8,2026-06-15 07:37:43+05:30,2026-06-15 07:37:46+05:30
P-0000616,V-10,5,19.142317,72.916795,10.0,2026-06-15 07:38:06+05:30,2026-06-15 07:38:09+05:30
P-0000617,V-10,5,19.141995,72.916171,11.5,2026-06-15 07:38:26+05:30,2026-06-15 07:38:30+05:30
P-0000618,V-10,5,19.141569,72.915641,12.2,2026-06-15 07:38:45+05:30,2026-06-15 07:38:47+05:30
P-0000619,V-10,5,19.141322,72.915081,10.1,2026-06-15 07:39:08+05:30,2026-06-15 07:39:09+05:30
P-0000620,V-10,5,19.141191,72.914754,5.6,2026-06-15 07:39:25+05:30,2026-06-15 07:39:26+05:30
P-0000621,V-10,5,19.140798,72.914203,12.5,2026-06-15 07:39:48+05:30,2026-06-15 07:39:50+05:30
P-0000622,V-10,5,19.140416,72.913617,11.9,2026-06-15 07:40:06+05:30,2026-06-15 07:40:10+05:30
P-0000623,V-10,5,19.140107,72.913187,8.6,2026-06-15 07:40:27+05:30,2026-06-15 07:40:29+05:30
P-0000624,V-10,5,19.139741,72.91268,13.5,2026-06-15 07:40:50+05:30,2026-06-15 07:40:52+05:30
P-0000625,V-10,5,19.139646,72.912145,9.9,2026-06-15 07:41:09+05:30,2026-06-15 07:41:12+05:30
P-0000626,V-10,5,19.139317,72.911702,11.8,2026-06-15 07:41:26+05:30,2026-06-15 07:41:30+05:30
P-0000627,V-10,5,19.139022,72.911272,10.5,2026-06-15 07:41:45+05:30,2026-06-15 07:41:46+05:30
P-0000628,V-10,5,19.138844,72.910911,9.2,2026-06-15 07:42:04+05:30,2026-06-15 07:42:05+05:30
P-0000629,V-10,5,19.138554,72.91034,14.2,2026-06-15 07:42:21+05:30,2026-06-15 07:42:24+05:30
P-0000630,V-10,5,19.138163,72.910077,10.5,2026-06-15 07:42:39+05:30,2026-06-15 07:42:43+05:30
P-0000631,V-10,5,19.138066,72.909488,12.1,2026-06-15 07:42:59+05:30,2026-06-15 07:43:01+05:30
P-0000632,V-10,5,19.137698,72.908814,12.7,2026-06-15 07:43:22+05:30,2026-06-15 07:43:26+05:30
P-0000633,V-10,5,19.137252,72.908256,14.7,2026-06-15 07:43:45+05:30,2026-06-15 07:43:47+05:30
P-0000634,V-10,5,19.136974,72.907866,11.0,2026-06-15 07:44:02+05:30,2026-06-15 07:44:05+05:30
P-0000635,V-10,5,19.136762,72.907429,10.1,2026-06-15 07:44:21+05:30,2026-06-15 07:44:23+05:30
P-0000636,V-10,5,19.136524,72.906961,11.6,2026-06-15 07:44:43+05:30,2026-06-15 07:44:45+05:30
P-0000637,V-10,5,19.136185,72.906335,12.9,2026-06-15 07:45:05+05:30,2026-06-15 07:45:07+05:30
P-0000638,V-10,5,19.135836,72.905838,11.5,2026-06-15 07:45:24+05:30,2026-06-15 07:45:27+05:30
P-0000639,V-10,5,19.135554,72.905584,8.5,2026-06-15 07:45:42+05:30,2026-06-15 07:45:46+05:30
P-0000640,V-10,5,19.135254,72.905132,12.1,2026-06-15 07:46:02+05:30,2026-06-15 07:46:03+05:30
P-0000641,V-10,5,19.134765,72.904464,16.0,2026-06-15 07:46:24+05:30,2026-06-15 07:46:25+05:30
P-0000642,V-10,5,19.134529,72.903986,8.3,2026-06-15 07:46:41+05:30,2026-06-15 07:46:45+05:30
P-0000643,V-10,5,19.134393,72.903507,10.4,2026-06-15 07:47:03+05:30,2026-06-15 07:47:06+05:30
P-0000644,V-10,5,19.134053,72.90306,11.1,2026-06-15 07:47:21+05:30,2026-06-15 07:47:22+05:30
P-0000645,V-10,5,19.133737,72.902607,12.5,2026-06-15 07:47:43+05:30,2026-06-15 07:47:44+05:30
P-0000646,V-10,5,19.133466,72.902036,11.2,2026-06-15 07:48:04+05:30,2026-06-15 07:48:05+05:30
P-0000647,V-10,5,19.13304,72.901577,13.9,2026-06-15 07:48:22+05:30,2026-06-15 07:48:25+05:30
P-0000648,V-10,5,19.132844,72.9011,8.4,2026-06-15 07:48:41+05:30,2026-06-15 07:48:42+05:30
P-0000649,V-10,5,19.132622,72.900783,8.9,2026-06-15 07:48:58+05:30,2026-06-15 07:49:02+05:30
P-0000650,V-10,5,19.132349,72.900258,10.8,2026-06-15 07:49:16+05:30,2026-06-15 07:49:19+05:30
P-0000651,V-10,5,19.13201,72.899794,9.1,2026-06-15 07:49:38+05:30,2026-06-15 07:49:41+05:30
P-0000652,V-10,5,19.131537,72.899259,14.1,2026-06-15 07:49:59+05:30,2026-06-15 07:50:03+05:30
P-0000653,V-10,5,19.131218,72.898697,12.1,2026-06-15 07:50:21+05:30,2026-06-15 07:50:23+05:30
P-0000654,V-10,5,19.130943,72.898431,8.9,2026-06-15 07:50:40+05:30,2026-06-15 07:50:41+05:30
P-0000655,V-10,5,19.1308,72.897967,8.3,2026-06-15 07:50:58+05:30,2026-06-15 07:51:02+05:30
P-0000656,V-10,5,19.130369,72.897462,13.5,2026-06-15 07:51:19+05:30,2026-06-15 07:51:22+05:30
P-0000657,V-10,5,19.13,72.896982,10.2,2026-06-15 07:51:42+05:30,2026-06-15 07:51:43+05:30
P-0000658,V-10,5,19.129625,72.896422,14.0,2026-06-15 07:52:02+05:30,2026-06-15 07:52:03+05:30
P-0000659,V-10,5,19.129144,72.896076,11.0,2026-06-15 07:52:21+05:30,2026-06-15 07:52:22+05:30
P-0000660,V-10,5,19.128966,72.895618,10.0,2026-06-15 07:52:41+05:30,2026-06-15 07:52:45+05:30
P-0000661,V-10,5,19.128596,72.895179,12.7,2026-06-15 07:53:03+05:30,2026-06-15 07:53:04+05:30
P-0000662,V-10,5,19.128175,72.894649,12.4,2026-06-15 07:53:25+05:30,2026-06-15 07:53:26+05:30
P-0000663,V-10,5,19.127825,72.893993,14.9,2026-06-15 07:53:47+05:30,2026-06-15 07:53:48+05:30
P-0000664,V-10,5,19.127323,72.893582,14.0,2026-06-15 07:54:10+05:30,2026-06-15 07:54:13+05:30
P-0000665,V-10,5,19.12694,72.893008,12.6,2026-06-15 07:54:29+05:30,2026-06-15 07:54:30+05:30
P-0000666,V-10,5,19.126706,72.892609,10.3,2026-06-15 07:54:48+05:30,2026-06-15 07:54:50+05:30
P-0000667,V-10,5,19.126413,72.892242,8.2,2026-06-15 07:55:10+05:30,2026-06-15 07:55:12+05:30
P-0000668,V-10,5,19.126122,72.891718,11.5,2026-06-15 07:55:29+05:30,2026-06-15 07:55:30+05:30
P-0000669,V-10,5,19.125779,72.891472,10.3,2026-06-15 07:55:47+05:30,2026-06-15 07:55:48+05:30
P-0000670,V-10,5,19.125306,72.890986,13.0,2026-06-15 07:56:05+05:30,2026-06-15 07:56:06+05:30
P-0000671,V-10,5,19.125175,72.890698,5.5,2026-06-15 07:56:22+05:30,2026-06-15 07:56:23+05:30
P-0000672,V-10,5,19.12477,72.890087,16.1,2026-06-15 07:56:42+05:30,2026-06-15 07:56:43+05:30
P-0000673,V-10,5,19.124457,72.889657,8.3,2026-06-15 07:57:02+05:30,2026-06-15 07:57:03+05:30
P-0000674,V-10,5,19.124072,72.889341,10.0,2026-06-15 07:57:19+05:30,2026-06-15 07:57:20+05:30
P-0000675,V-10,5,19.123762,72.888839,11.8,2026-06-15 07:57:39+05:30,2026-06-15 07:57:40+05:30
P-0000676,V-10,5,19.12337,72.888255,12.5,2026-06-15 07:58:02+05:30,2026-06-15 07:58:06+05:30
P-0000677,V-10,5,19.122928,72.887736,12.9,2026-06-15 07:58:25+05:30,2026-06-15 07:58:26+05:30
P-0000678,V-10,5,19.122755,72.887374,7.8,2026-06-15 07:58:43+05:30,2026-06-15 07:58:46+05:30
P-0000679,V-10,5,19.122253,72.887107,10.2,2026-06-15 07:59:01+05:30,2026-06-15 07:59:05+05:30
P-0000680,V-10,5,19.12205,72.886481,12.6,2026-06-15 07:59:24+05:30,2026-06-15 07:59:26+05:30
P-0000681,V-10,5,19.121537,72.885938,14.2,2026-06-15 07:59:47+05:30,2026-06-15 07:59:51+05:30
P-0000682,V-10,5,19.121256,72.885473,10.8,2026-06-15 08:00:06+05:30,2026-06-15 08:00:09+05:30
P-0000683,V-10,5,19.121001,72.885178,7.6,2026-06-15 08:00:23+05:30,2026-06-15 08:00:24+05:30
P-0000684,V-10,5,19.120603,72.884654,10.8,2026-06-15 08:00:44+05:30,2026-06-15 08:00:47+05:30
P-0000685,V-10,5,19.120225,72.884284,10.3,2026-06-15 08:01:05+05:30,2026-06-15 08:01:07+05:30
P-0000686,V-10,5,19.119915,72.88361,15.9,2026-06-15 08:01:26+05:30,2026-06-15 08:01:27+05:30
P-0000687,V-10,5,19.119427,72.883428,10.0,2026-06-15 08:01:43+05:30,2026-06-15 08:01:44+05:30
P-0000688,V-10,5,19.119223,72.882903,12.8,2026-06-15 08:02:02+05:30,2026-06-15 08:02:05+05:30
P-0000689,V-10,5,19.119025,72.8823,10.5,2026-06-15 08:02:21+05:30,2026-06-15 08:02:22+05:30
P-0000690,V-10,5,19.118672,72.881833,12.2,2026-06-15 08:02:41+05:30,2026-06-15 08:02:44+05:30
P-0000691,V-10,5,19.118656,72.881193,12.0,2026-06-15 08:03:03+05:30,2026-06-15 08:03:05+05:30
P-0000692,V-10,5,19.118408,72.880773,8.6,2026-06-15 08:03:20+05:30,2026-06-15 08:03:21+05:30
P-0000693,V-10,5,19.118031,72.88029,12.3,2026-06-15 08:03:43+05:30,2026-06-15 08:03:45+05:30
P-0000694,V-10,5,19.117801,72.879605,15.3,2026-06-15 08:04:05+05:30,2026-06-15 08:04:06+05:30
P-0000695,V-10,5,19.117549,72.879202,8.6,2026-06-15 08:04:23+05:30,2026-06-15 08:04:27+05:30
P-0000696,V-10,5,19.117324,72.878587,13.5,2026-06-15 08:04:42+05:30,2026-06-15 08:04:44+05:30
P-0000697,V-10,5,19.117225,72.878074,9.7,2026-06-15 08:05:02+05:30,2026-06-15 08:05:04+05:30
P-0000698,V-10,5,19.117043,72.877617,7.7,2026-06-15 08:05:19+05:30,2026-06-15 08:05:21+05:30
P-0000699,V-10,5,19.116664,72.877216,11.2,2026-06-15 08:05:41+05:30,2026-06-15 08:05:44+05:30
P-0000700,V-10,5,19.116515,72.876643,12.4,2026-06-15 08:05:58+05:30,2026-06-15 08:06:00+05:30
P-0000701,V-10,5,19.116328,72.876202,8.6,2026-06-15 08:06:15+05:30,2026-06-15 08:06:18+05:30
P-0000702,V-10,5,19.116098,72.875737,11.3,2026-06-15 08:06:33+05:30,2026-06-15 08:06:37+05:30
P-0000703,V-10,5,19.115899,72.875136,14.0,2026-06-15 08:06:51+05:30,2026-06-15 08:06:53+05:30
P-0000704,V-10,5,19.115778,72.874686,10.8,2026-06-15 08:07:09+05:30,2026-06-15 08:07:12+05:30
P-0000705,V-10,5,19.115551,72.874112,10.6,2026-06-15 08:07:31+05:30,2026-06-15 08:07:34+05:30
P-0000706,V-10,5,19.115227,72.873503,13.8,2026-06-15 08:07:53+05:30,2026-06-15 08:07:54+05:30
P-0000707,V-10,5,19.11499,72.872962,11.6,2026-06-15 08:08:13+05:30,2026-06-15 08:08:16+05:30
P-0000708,V-10,5,19.114856,72.872583,5.7,2026-06-15 08:08:33+05:30,2026-06-15 08:08:35+05:30
P-0000709,V-10,5,19.114567,72.872164,9.2,2026-06-15 08:08:52+05:30,2026-06-15 08:08:55+05:30
P-0000710,V-10,5,19.114326,72.871614,9.8,2026-06-15 08:09:10+05:30,2026-06-15 08:09:11+05:30
P-0000711,V-10,5,19.11415,72.871068,10.6,2026-06-15 08:09:33+05:30,2026-06-15 08:09:34+05:30
P-0000712,V-10,5,19.113948,72.870286,15.1,2026-06-15 08:09:56+05:30,2026-06-15 08:09:59+05:30
P-0000713,V-10,5,19.113686,72.869772,10.5,2026-06-15 08:10:14+05:30,2026-06-15 08:10:18+05:30
P-0000714,V-10,5,19.113588,72.869583,5.8,2026-06-15 08:10:32+05:30,2026-06-15 08:10:34+05:30
P-0000715,V-10,5,19.113514,72.869634,0.5,2026-06-15 08:10:55+05:30,2026-06-15 08:10:59+05:30
P-0000716,V-10,5,19.113633,72.869802,2.3,2026-06-15 08:11:17+05:30,2026-06-15 08:11:19+05:30
P-0000717,V-10,5,19.113638,72.869797,0.0,2026-06-15 08:11:36+05:30,2026-06-15 08:11:38+05:30
P-0000718,V-10,5,19.113573,72.869666,4.8,2026-06-15 08:11:59+05:30,2026-06-15 08:12:02+05:30
P-0000719,V-10,5,19.113488,72.869609,0.9,2026-06-15 08:12:20+05:30,2026-06-15 08:12:22+05:30
P-0000720,V-10,5,19.113578,72.869756,2.6,2026-06-15 08:12:38+05:30,2026-06-15 08:12:39+05:30
P-0000721,V-10,5,19.113485,72.869602,3.8,2026-06-15 08:13:00+05:30,2026-06-15 08:13:04+05:30
P-0000722,V-10,5,19.1136,72.869638,3.4,2026-06-15 08:13:22+05:30,2026-06-15 08:13:26+05:30
P-0000723,V-10,5,19.113647,72.869601,1.6,2026-06-15 08:13:41+05:30,2026-06-15 08:13:43+05:30
